"","X","CYCLE","STEP","VOLTAGE","CELL"
"11270",5552,5553,260,0.899543378995434,1
"11271",5553,5554,260,0.904109589041096,1
"11278",5560,5561,260,0.901065449010654,1
"11285",5567,5568,260,0.898021308980213,1
"11289",5571,5572,260,0.899543378995434,1
"11292",5574,5575,260,0.896499238964992,1
"11311",5593,5594,260,0.899543378995434,1
"11316",5598,5599,260,0.896499238964992,1
"11334",5616,5617,260,0.898021308980213,1
"11341",5623,5624,260,0.899543378995434,1
"11351",5633,5634,260,0.899543378995434,1
"11363",5645,5646,260,0.896499238964992,1
"11393",5675,5676,260,0.899543378995434,1
"11409",5691,5692,260,0.899543378995434,1
"11421",5703,5704,260,0.890410958904109,1
"11460",25,26,260,1.03139717425432,2
"11465",30,31,260,1.02825745682889,2
"11469",34,35,260,1.02511773940345,2
"11470",35,36,260,1.0298273155416,2
"11471",36,37,260,1.02354788069074,2
"11497",62,63,260,1.02354788069074,2
"11516",81,82,260,1.02040816326531,2
"11517",82,83,260,1.02197802197802,2
"11526",91,92,260,1.02668759811617,2
"11534",99,100,260,1.04238618524333,2
"11556",121,122,260,1.01883830455259,2
"11567",132,133,260,1.02197802197802,2
"11568",133,134,260,1.01726844583987,2
"11571",136,137,260,1.01726844583987,2
"11577",142,143,260,1.03139717425432,2
"11587",152,153,260,1.01883830455259,2
"11598",163,164,260,1.02825745682889,2
"11612",177,178,260,1.02668759811617,2
"11631",196,197,260,1.01883830455259,2
"11641",206,207,260,1.01883830455259,2
"11651",216,217,260,1.02040816326531,2
"11663",228,229,260,1.00470957613815,2
"11672",237,238,260,1.01726844583987,2
"11674",239,240,260,1.01726844583987,2
"11692",257,258,260,1.01255886970173,2
"11694",259,260,260,1.01569858712716,2
"11695",260,261,260,1.01726844583987,2
"11699",264,265,260,1.02197802197802,2
"11736",301,302,260,1.01255886970173,2
"11757",322,323,260,1.01412872841444,2
"11760",325,326,260,1.01412872841444,2
"11777",342,343,260,1.01098901098901,2
"11781",346,347,260,1.01255886970173,2
"11782",347,348,260,1.01569858712716,2
"11792",357,358,260,1.01098901098901,2
"11812",377,378,260,1.01412872841444,2
"11820",385,386,260,1.01412872841444,2
"11829",394,395,260,1.0094191522763,2
"11831",396,397,260,1.01412872841444,2
"11840",405,406,260,1.00784929356358,2
"11845",410,411,260,1.01098901098901,2
"11850",415,416,260,1.00784929356358,2
"11853",418,419,260,1.00784929356358,2
"11871",436,437,260,1,2
"11910",475,476,260,1.00156985871272,2
"11918",483,484,260,1.01098901098901,2
"11920",485,486,260,1.01098901098901,2
"11925",490,491,260,1.00784929356358,2
"11930",495,496,260,1.00156985871272,2
"11937",502,503,260,1.0094191522763,2
"11939",504,505,260,1.00313971742543,2
"11948",513,514,260,1.00470957613815,2
"11972",537,538,260,1.0094191522763,2
"11984",549,550,260,1.00470957613815,2
"11986",551,552,260,1,2
"11990",555,556,260,1.00156985871272,2
"11992",557,558,260,1.0094191522763,2
"12006",571,572,260,1.00156985871272,2
"12021",586,587,260,1.00470957613815,2
"12025",590,591,260,1.00313971742543,2
"12028",593,594,260,1.00784929356358,2
"12030",595,596,260,1.0094191522763,2
"12037",602,603,260,0.998430141287284,2
"12062",627,628,260,1.00313971742543,2
"12067",632,633,260,1.00470957613815,2
"12068",633,634,260,1.00313971742543,2
"12069",634,635,260,1.00470957613815,2
"12070",635,636,260,1.00784929356358,2
"12071",636,637,260,1.01255886970173,2
"12084",649,650,260,1.00156985871272,2
"12107",672,673,260,1.00313971742543,2
"12144",709,710,260,1.00627943485086,2
"12159",724,725,260,1.01883830455259,2
"12171",736,737,260,1.01569858712716,2
"12184",749,750,260,1.01569858712716,2
"12190",755,756,260,1.01569858712716,2
"12193",758,759,260,1.01569858712716,2
"12199",764,765,260,1.0094191522763,2
"12203",768,769,260,1.01412872841444,2
"12204",769,770,260,1.01412872841444,2
"12219",784,785,260,1.01412872841444,2
"12225",790,791,260,1.01726844583987,2
"12227",792,793,260,1.01098901098901,2
"12229",794,795,260,1.01255886970173,2
"12238",803,804,260,1.01098901098901,2
"12239",804,805,260,1.01883830455259,2
"12245",810,811,260,1.01726844583987,2
"12287",852,853,260,1.01726844583987,2
"12289",854,855,260,1.01726844583987,2
"12296",861,862,260,1.01255886970173,2
"12301",866,867,260,1.01883830455259,2
"12304",869,870,260,1.01255886970173,2
"12311",876,877,260,1.0094191522763,2
"12314",879,880,260,1.0094191522763,2
"12326",891,892,260,1.00784929356358,2
"12341",906,907,260,1.01098901098901,2
"12347",912,913,260,1.00627943485086,2
"12358",923,924,260,1.01098901098901,2
"12367",932,933,260,1.01098901098901,2
"12377",942,943,260,1.00784929356358,2
"12378",943,944,260,1.0094191522763,2
"12386",951,952,260,1.01098901098901,2
"12404",969,970,260,1.00470957613815,2
"12407",972,973,260,1.00313971742543,2
"12424",989,990,260,1.0094191522763,2
"12433",998,999,260,1.00313971742543,2
"12436",1001,1002,260,1,2
"12438",1003,1004,260,1.00313971742543,2
"12449",1014,1015,260,1.00156985871272,2
"12450",1015,1016,260,1.00470957613815,2
"12456",1021,1022,260,1.00156985871272,2
"12465",1030,1031,260,1.00156985871272,2
"12475",1040,1041,260,1,2
"12479",1044,1045,260,0.996860282574568,2
"12498",1063,1064,260,1.00784929356358,2
"12504",1069,1070,260,1,2
"12513",1078,1079,260,1.00156985871272,2
"12529",1094,1095,260,1.00470957613815,2
"12555",1120,1121,260,1.00156985871272,2
"12582",1147,1148,260,1.00156985871272,2
"12583",1148,1149,260,0.996860282574568,2
"12642",1207,1208,260,1.00156985871272,2
"12664",1229,1230,260,1,2
"12692",1257,1258,260,0.996860282574568,2
"12706",1271,1272,260,1.00156985871272,2
"12709",1274,1275,260,0.993720565149137,2
"12716",1281,1282,260,0.998430141287284,2
"12735",1300,1301,260,0.992150706436421,2
"12736",1301,1302,260,0.996860282574568,2
"12746",1311,1312,260,1.00156985871272,2
"12780",1345,1346,260,0.995290423861852,2
"12782",1347,1348,260,0.996860282574568,2
"12786",1351,1352,260,1.00313971742543,2
"12790",1355,1356,260,0.996860282574568,2
"12808",1373,1374,260,0.998430141287284,2
"12821",1386,1387,260,0.998430141287284,2
"12822",1387,1388,260,0.995290423861852,2
"12833",1398,1399,260,0.998430141287284,2
"12844",1409,1410,260,0.995290423861852,2
"12847",1412,1413,260,1.00470957613815,2
"12862",1427,1428,260,1,2
"12863",1428,1429,260,0.996860282574568,2
"12867",1432,1433,260,1,2
"12872",1437,1438,260,0.996860282574568,2
"12885",1450,1451,260,0.996860282574568,2
"12923",1488,1489,260,1.00156985871272,2
"12924",1489,1490,260,0.993720565149137,2
"12928",1493,1494,260,0.992150706436421,2
"12944",1509,1510,260,1.00156985871272,2
"12960",1525,1526,260,0.993720565149137,2
"12961",1526,1527,260,0.996860282574568,2
"12971",1536,1537,260,0.993720565149137,2
"13026",1591,1592,260,1.00156985871272,2
"13027",1592,1593,260,1.0094191522763,2
"13034",1599,1600,260,0.998430141287284,2
"13038",1603,1604,260,1,2
"13043",1608,1609,260,1.00156985871272,2
"13046",1611,1612,260,1.00313971742543,2
"13065",1630,1631,260,1,2
"13077",1642,1643,260,0.998430141287284,2
"13081",1646,1647,260,0.998430141287284,2
"13090",1655,1656,260,1,2
"13093",1658,1659,260,0.993720565149137,2
"13111",1676,1677,260,0.993720565149137,2
"13119",1684,1685,260,0.998430141287284,2
"13136",1701,1702,260,0.996860282574568,2
"13146",1711,1712,260,0.995290423861852,2
"13153",1718,1719,260,0.995290423861852,2
"13183",1748,1749,260,1.00313971742543,2
"13194",1759,1760,260,0.990580847723705,2
"13227",1792,1793,260,0.989010989010989,2
"13238",1803,1804,260,0.987441130298273,2
"13247",1812,1813,260,0.993720565149137,2
"13263",1828,1829,260,0.992150706436421,2
"13268",1833,1834,260,0.989010989010989,2
"13282",1847,1848,260,0.993720565149137,2
"13302",1867,1868,260,0.990580847723705,2
"13309",1874,1875,260,0.990580847723705,2
"13334",1899,1900,260,0.993720565149137,2
"13344",1909,1910,260,0.989010989010989,2
"13372",1937,1938,260,1.00156985871272,2
"13405",1970,1971,260,0.996860282574568,2
"13421",1986,1987,260,0.996860282574568,2
"13422",1987,1988,260,1.00156985871272,2
"13466",2031,2032,260,0.989010989010989,2
"13490",2055,2056,260,1.00156985871272,2
"13531",2096,2097,260,0.998430141287284,2
"13538",2103,2104,260,1,2
"13542",2107,2108,260,1.00627943485086,2
"13553",2118,2119,260,1.00470957613815,2
"13555",2120,2121,260,1.00156985871272,2
"13556",2121,2122,260,0.996860282574568,2
"13559",2124,2125,260,1,2
"13565",2130,2131,260,0.998430141287284,2
"13599",2164,2165,260,1.00313971742543,2
"13604",2169,2170,260,0.998430141287284,2
"13611",2176,2177,260,0.996860282574568,2
"13615",2180,2181,260,0.995290423861852,2
"13616",2181,2182,260,0.993720565149137,2
"13624",2189,2190,260,0.993720565149137,2
"13631",2196,2197,260,0.996860282574568,2
"13646",2211,2212,260,0.996860282574568,2
"13660",2225,2226,260,0.974882260596546,2
"13702",2267,2268,260,0.937205651491366,2
"13703",2268,2269,260,0.938775510204082,2
"13707",2272,2273,260,0.934065934065934,2
"13716",2281,2282,260,0.932496075353218,2
"13728",2293,2294,260,0.934065934065934,2
"13736",2301,2302,260,0.924646781789639,2
"13740",2305,2306,260,0.930926216640502,2
"13788",2353,2354,260,0.984301412872841,2
"13791",2356,2357,260,0.982731554160126,2
"13808",2373,2374,260,0.976452119309262,2
"13817",2382,2383,260,0.976452119309262,2
"13825",2390,2391,260,0.982731554160126,2
"13851",2416,2417,260,0.978021978021978,2
"13881",2446,2447,260,0.976452119309262,2
"13888",2453,2454,260,0.974882260596546,2
"13896",2461,2462,260,0.97331240188383,2
"13924",2489,2490,260,0.97331240188383,2
"13937",2502,2503,260,0.97331240188383,2
"13960",2525,2526,260,0.97331240188383,2
"13966",2531,2532,260,0.974882260596546,2
"14006",2571,2572,260,0.976452119309262,2
"14023",2588,2589,260,0.976452119309262,2
"14048",2613,2614,260,0.982731554160126,2
"14064",2629,2630,260,0.982731554160126,2
"14069",2634,2635,260,0.982731554160126,2
"14074",2639,2640,260,0.987441130298273,2
"14084",2649,2650,260,0.982731554160126,2
"14099",2664,2665,260,0.982731554160126,2
"14115",2680,2681,260,0.985871271585557,2
"14140",2705,2706,260,0.982731554160126,2
"14146",2711,2712,260,0.978021978021978,2
"14153",2718,2719,260,0.982731554160126,2
"14154",2719,2720,260,0.987441130298273,2
"14180",2745,2746,260,0.985871271585557,2
"14192",2757,2758,260,0.98116169544741,2
"14196",2761,2762,260,0.98116169544741,2
"14216",2781,2782,260,0.98116169544741,2
"14236",2801,2802,260,0.960753532182104,2
"14243",2808,2809,260,0.941915227629513,2
"14246",2811,2812,260,0.929356357927786,2
"14256",2821,2822,260,0.974882260596546,2
"14261",2826,2827,260,0.982731554160126,2
"14271",2836,2837,260,0.989010989010989,2
"14306",2871,2872,260,0.989010989010989,2
"14329",2894,2895,260,0.992150706436421,2
"14336",2901,2902,260,0.992150706436421,2
"14339",2904,2905,260,0.992150706436421,2
"14350",2915,2916,260,0.990580847723705,2
"14365",2930,2931,260,0.990580847723705,2
"14366",2931,2932,260,0.992150706436421,2
"14369",2934,2935,260,0.985871271585557,2
"14383",2948,2949,260,0.984301412872841,2
"14395",2960,2961,260,0.987441130298273,2
"14417",2982,2983,260,0.985871271585557,2
"14436",3001,3002,260,0.982731554160126,2
"14442",3007,3008,260,0.985871271585557,2
"14486",3051,3052,260,0.98116169544741,2
"14492",3057,3058,260,0.979591836734694,2
"14502",3067,3068,260,0.978021978021978,2
"14530",3095,3096,260,0.978021978021978,2
"14598",3163,3164,260,0.963893249607535,2
"14607",3172,3173,260,0.967032967032967,2
"14613",3178,3179,260,0.974882260596546,2
"14616",3181,3182,260,0.974882260596546,2
"14627",3192,3193,260,0.97331240188383,2
"14632",3197,3198,260,0.97331240188383,2
"14645",3210,3211,260,0.979591836734694,2
"14661",3226,3227,260,0.978021978021978,2
"14673",3238,3239,260,0.974882260596546,2
"14677",3242,3243,260,0.979591836734694,2
"14681",3246,3247,260,0.976452119309262,2
"14696",3261,3262,260,0.976452119309262,2
"14710",3275,3276,260,0.978021978021978,2
"14724",3289,3290,260,0.98116169544741,2
"14730",3295,3296,260,0.979591836734694,2
"14733",3298,3299,260,0.978021978021978,2
"14743",3308,3309,260,0.978021978021978,2
"14749",3314,3315,260,0.978021978021978,2
"14750",3315,3316,260,0.974882260596546,2
"14761",3326,3327,260,0.978021978021978,2
"14769",3334,3335,260,0.979591836734694,2
"14771",3336,3337,260,0.976452119309262,2
"14780",3345,3346,260,0.963893249607535,2
"14784",3349,3350,260,0.987441130298273,2
"14800",3365,3366,260,0.987441130298273,2
"14803",3368,3369,260,0.985871271585557,2
"14817",3382,3383,260,0.982731554160126,2
"14821",3386,3387,260,0.982731554160126,2
"14824",3389,3390,260,0.987441130298273,2
"14830",3395,3396,260,0.982731554160126,2
"14831",3396,3397,260,0.98116169544741,2
"14874",3439,3440,260,0.98116169544741,2
"14877",3442,3443,260,0.98116169544741,2
"14881",3446,3447,260,0.978021978021978,2
"14883",3448,3449,260,0.98116169544741,2
"14888",3453,3454,260,0.979591836734694,2
"14894",3459,3460,260,0.98116169544741,2
"14900",3465,3466,260,0.979591836734694,2
"14936",3501,3502,260,0.98116169544741,2
"14940",3505,3506,260,0.979591836734694,2
"14949",3514,3515,260,0.982731554160126,2
"14950",3515,3516,260,0.982731554160126,2
"14955",3520,3521,260,0.982731554160126,2
"14972",3537,3538,260,0.974882260596546,2
"14974",3539,3540,260,0.978021978021978,2
"14987",3552,3553,260,0.97331240188383,2
"14989",3554,3555,260,0.976452119309262,2
"14996",3561,3562,260,0.976452119309262,2
"15007",3572,3573,260,0.976452119309262,2
"15012",3577,3578,260,0.978021978021978,2
"15055",3620,3621,260,0.978021978021978,2
"15074",3639,3640,260,0.982731554160126,2
"15076",3641,3642,260,0.97331240188383,2
"15085",3650,3651,260,0.97331240188383,2
"15095",3660,3661,260,0.962323390894819,2
"15123",3688,3689,260,0.97331240188383,2
"15137",3702,3703,260,0.97331240188383,2
"15141",3706,3707,260,0.970172684458399,2
"15162",3727,3728,260,0.97331240188383,2
"15184",3749,3750,260,0.974882260596546,2
"15192",3757,3758,260,0.974882260596546,2
"15193",3758,3759,260,0.971742543171115,2
"15203",3768,3769,260,0.97331240188383,2
"15229",3794,3795,260,0.968602825745683,2
"15238",3803,3804,260,0.971742543171115,2
"15245",3810,3811,260,0.971742543171115,2
"15258",3823,3824,260,0.968602825745683,2
"15263",3828,3829,260,0.970172684458399,2
"15266",3831,3832,260,0.971742543171115,2
"15274",3839,3840,260,0.970172684458399,2
"15289",3854,3855,260,0.974882260596546,2
"15309",3874,3875,260,0.970172684458399,2
"15311",3876,3877,260,0.963893249607535,2
"15314",3879,3880,260,0.965463108320251,2
"15322",3887,3888,260,0.965463108320251,2
"15326",3891,3892,260,0.963893249607535,2
"15358",3923,3924,260,0.957613814756672,2
"15400",3965,3966,260,0.957613814756672,2
"15403",3968,3969,260,0.959183673469388,2
"15416",3981,3982,260,0.957613814756672,2
"15430",3995,3996,260,0.959183673469388,2
"15443",4008,4009,260,0.952904238618524,2
"15451",4016,4017,260,0.943485086342229,2
"15459",4024,4025,260,0.941915227629513,2
"15471",4036,4037,260,0.941915227629513,2
"15482",4047,4048,260,0.93563579277865,2
"15492",4057,4058,260,0.952904238618524,2
"15511",4076,4077,260,0.952904238618524,2
"15525",4090,4091,260,0.952904238618524,2
"15538",4103,4104,260,0.951334379905808,2
"15622",4187,4188,260,0.943485086342229,2
"15629",4194,4195,260,0.951334379905808,2
"15647",4212,4213,260,0.95447409733124,2
"15655",4220,4221,260,0.952904238618524,2
"15670",4235,4236,260,0.967032967032967,2
"15700",4265,4266,260,0.951334379905808,2
"15718",4283,4284,260,0.95447409733124,2
"15733",4298,4299,260,0.952904238618524,2
"15742",4307,4308,260,0.956043956043956,2
"15747",4312,4313,260,0.952904238618524,2
"15749",4314,4315,260,0.952904238618524,2
"15754",4319,4320,260,0.956043956043956,2
"15767",4332,4333,260,0.957613814756672,2
"15785",4350,4351,260,0.95447409733124,2
"15792",4357,4358,260,0.952904238618524,2
"15821",4386,4387,260,0.949764521193093,2
"15822",4387,4388,260,0.949764521193093,2
"15844",4409,4410,260,0.949764521193093,2
"15871",4436,4437,260,0.95447409733124,2
"15885",4450,4451,260,0.951334379905808,2
"15890",4455,4456,260,0.951334379905808,2
"15894",4459,4460,260,0.952904238618524,2
"15912",4477,4478,260,0.951334379905808,2
"15916",4481,4482,260,0.952904238618524,2
"15923",4488,4489,260,0.940345368916797,2
"15928",4493,4494,260,0.949764521193093,2
"15938",4503,4504,260,0.948194662480377,2
"15947",4512,4513,260,0.949764521193093,2
"15948",4513,4514,260,0.951334379905808,2
"15956",4521,4522,260,0.948194662480377,2
"15957",4522,4523,260,0.949764521193093,2
"15959",4524,4525,260,0.952904238618524,2
"15979",4544,4545,260,0.949764521193093,2
"16017",4582,4583,260,0.959183673469388,2
"16034",4599,4600,260,0.959183673469388,2
"16045",4610,4611,260,0.95447409733124,2
"16055",4620,4621,260,0.952904238618524,2
"16065",4630,4631,260,0.95447409733124,2
"16076",4641,4642,260,0.95447409733124,2
"16078",4643,4644,260,0.95447409733124,2
"16080",4645,4646,260,0.95447409733124,2
"16105",4670,4671,260,0.95447409733124,2
"16114",4679,4680,260,0.956043956043956,2
"16159",4724,4725,260,0.952904238618524,2
"16176",4741,4742,260,0.949764521193093,2
"16201",4766,4767,260,0.943485086342229,2
"16204",4769,4770,260,0.940345368916797,2
"16217",4782,4783,260,0.949764521193093,2
"16220",4785,4786,260,0.946624803767661,2
"16230",4795,4796,260,0.943485086342229,2
"16250",4815,4816,260,0.946624803767661,2
"16259",4824,4825,260,0.943485086342229,2
"16279",4844,4845,260,0.940345368916797,2
"16289",4854,4855,260,0.940345368916797,2
"16311",4876,4877,260,0.943485086342229,2
"16327",4892,4893,260,0.946624803767661,2
"16329",4894,4895,260,0.949764521193093,2
"16330",4895,4896,260,0.946624803767661,2
"16355",4920,4921,260,0.946624803767661,2
"16375",4940,4941,260,0.948194662480377,2
"16385",4950,4951,260,0.946624803767661,2
"16387",4952,4953,260,0.945054945054945,2
"16435",5000,5001,260,0.945054945054945,2
"16441",5006,5007,260,0.946624803767661,2
"16452",5017,5018,260,0.946624803767661,2
"16458",5023,5024,260,0.949764521193093,2
"16460",5025,5026,260,0.948194662480377,2
"16467",5032,5033,260,0.945054945054945,2
"16476",5041,5042,260,0.948194662480377,2
"16497",5062,5063,260,0.951334379905808,2
"16506",5071,5072,260,0.946624803767661,2
"16537",5102,5103,260,0.941915227629513,2
"16541",5106,5107,260,0.956043956043956,2
"16553",5118,5119,260,0.960753532182104,2
"16555",5120,5121,260,0.959183673469388,2
"16557",5122,5123,260,0.956043956043956,2
"16590",5155,5156,260,0.965463108320251,2
"16596",5161,5162,260,0.967032967032967,2
"16600",5165,5166,260,0.962323390894819,2
"16604",5169,5170,260,0.965463108320251,2
"16606",5171,5172,260,0.962323390894819,2
"16607",5172,5173,260,0.963893249607535,2
"16623",5188,5189,260,0.968602825745683,2
"16633",5198,5199,260,0.968602825745683,2
"16649",5214,5215,260,0.968602825745683,2
"16655",5220,5221,260,0.967032967032967,2
"16663",5228,5229,260,0.97331240188383,2
"16679",5244,5245,260,0.967032967032967,2
"16681",5246,5247,260,0.963893249607535,2
"16688",5253,5254,260,0.957613814756672,2
"16693",5258,5259,260,0.960753532182104,2
"16729",5294,5295,260,0.962323390894819,2
"16740",5305,5306,260,0.962323390894819,2
"16742",5307,5308,260,0.960753532182104,2
"16746",5311,5312,260,0.965463108320251,2
"16774",5339,5340,260,0.965463108320251,2
"16780",5345,5346,260,0.967032967032967,2
"16786",5351,5352,260,0.965463108320251,2
"16805",5370,5371,260,0.970172684458399,2
"16822",5387,5388,260,0.965463108320251,2
"16830",5395,5396,260,0.968602825745683,2
"16833",5398,5399,260,0.968602825745683,2
"16857",5422,5423,260,0.957613814756672,2
"16858",5423,5424,260,0.965463108320251,2
"16899",5464,5465,260,0.962323390894819,2
"16924",5489,5490,260,0.967032967032967,2
"16929",5494,5495,260,0.962323390894819,2
"16931",5496,5497,260,0.962323390894819,2
"16933",5498,5499,260,0.967032967032967,2
"16951",5516,5517,260,0.960753532182104,2
"16961",5526,5527,260,0.962323390894819,2
"16964",5529,5530,260,0.959183673469388,2
"17009",5574,5575,260,0.957613814756672,2
"17014",5579,5580,260,0.962323390894819,2
"17021",5586,5587,260,0.957613814756672,2
"17024",5589,5590,260,0.960753532182104,2
"17029",5594,5595,260,0.965463108320251,2
"17034",5599,5600,260,0.960753532182104,2
"17035",5600,5601,260,0.957613814756672,2
"17056",5621,5622,260,0.956043956043956,2
"17062",5627,5628,260,0.959183673469388,2
"17073",5638,5639,260,0.960753532182104,2
"17083",5648,5649,260,0.959183673469388,2
"17084",5649,5650,260,0.957613814756672,2
"17088",5653,5654,260,0.959183673469388,2
"17091",5656,5657,260,0.95447409733124,2
"17100",5665,5666,260,0.959183673469388,2
"17111",5676,5677,260,0.962323390894819,2
"17118",5683,5684,260,0.957613814756672,2
"17124",5689,5690,260,0.956043956043956,2
"17132",5697,5698,260,0.960753532182104,2
"17136",5701,5702,260,0.951334379905808,2
